date,athlete_name,Peak Power / BM,grid_week
08/12/2024,Jessica Molina,50.737,11
08/12/2024,Bailey Peek,53.961333333333336,11
08/15/2024,Taylor Rish,53.44,11
08/15/2024,Lilly Reuscher,49.97333333333333,11
08/15/2024,Kenna Sanders,46.815666666666665,11
08/15/2024,Natalie Gorji,52.394000000000005,11
08/15/2024,Gabriela Quintero,48.56933333333333,11
08/15/2024,Naija Bruckner,57.42633333333333,11
08/15/2024,Bailey Peek,54.98066666666667,11
08/15/2024,Mariana Elizondo,52.73,11
08/15/2024,Betty Velkova,46.328333333333326,11
08/15/2024,Kat Lazor,57.55666666666667,11
08/15/2024,Allison Padron,52.68133333333333,11
08/15/2024,Lauren Pickup,55.964,11
08/15/2024,Mia Brumlow,54.28266666666667,11
08/15/2024,Kirsten Ruf,59.041333333333334,11
08/15/2024,Mikala Furuto,55.26733333333333,11
08/15/2024,Faith Hutchins,55.2705,11
08/15/2024,Jules Johnston,58.86533333333333,11
08/15/2024,Sophie Zhang,52.59633333333333,11
08/15/2024,Carsyn Martz,66.48166666666667,11
08/15/2024,Camille Quarterman,57.529,11
08/15/2024,Dayo Tennyson,57.77066666666667,11
08/15/2024,Claire Tracy,39.1685,11
08/15/2024,Allie Love,46.2785,11
08/15/2024,Kallie McKinney,52.29466666666667,11
08/15/2024,Jordyn Mariam,49.21866666666667,11
08/15/2024,Jessica Molina,58.315666666666665,11
08/15/2024,Catarina Albuquerque,52.15266666666667,11
08/15/2024,Piper Biziorek,36.038,11
08/18/2024,Jules Johnston,54.4315,11
08/18/2024,Jessica Molina,56.574,11
08/18/2024,Kenna Sanders,45.831999999999994,11
08/18/2024,Kat Lazor,53.965500000000006,11
08/18/2024,Allison Padron,48.4475,11
08/18/2024,Natalie Diaz,40.16166666666666,11
08/18/2024,Kallie McKinney,48.3745,11
08/18/2024,Bailey Peek,50.708,11
08/18/2024,Betty Velkova,43.60833333333333,11
08/18/2024,Megan Sweeney,41.776999999999994,11
08/18/2024,Allie Love,43.435,11
08/18/2024,Claire Tracy,40.1765,11
08/18/2024,Carsyn Martz,62.50533333333333,11
08/18/2024,Gabriela Quintero,45.33033333333333,11
08/18/2024,Mariana Elizondo,49.0215,11
08/18/2024,Sophie Zhang,50.67466666666667,11
08/18/2024,Naija Bruckner,54.359,11
08/18/2024,Faith Hutchins,52.07833333333334,11
08/18/2024,Faith Hutchins,51.194,11
08/18/2024,Lilly Reuscher,51.579,11
08/18/2024,Lauren Pickup,54.34366666666667,11
08/18/2024,Isabelle Kent,46.68833333333333,11
08/18/2024,Catarina Albuquerque,54.34633333333333,11
08/18/2024,Mia Brumlow,50.967666666666666,11
08/18/2024,Kirsten Ruf,54.2075,11
08/18/2024,Jordyn Mariam,48.097,11
08/18/2024,Dayo Tennyson,54.123333333333335,11
08/18/2024,Camille Quarterman,54.90566666666667,11
08/18/2024,Piper Biziorek,35.536500000000004,11
08/18/2024,Natalie Gorji,48.8805,11
08/18/2024,Mikala Furuto,47.229,11
08/20/2024,Naija Bruckner,83.748,12
08/20/2024,Bailey Peek,66.38733333333333,12
08/20/2024,Catarina Albuquerque,67.12533333333333,12
08/20/2024,Natalie Diaz,41.62733333333333,12
08/20/2024,Mariana Elizondo,50.986,12
08/20/2024,Betty Velkova,45.047333333333334,12
08/20/2024,Piper Biziorek,35.6405,12
08/20/2024,Jordyn Mariam,51.15033333333333,12
08/20/2024,Kallie McKinney,51.70466666666667,12
08/20/2024,Allie Love,47.2175,12
08/20/2024,Gabriela Quintero,45.983,12
08/20/2024,Sophie Zhang,51.6465,12
08/20/2024,Mikala Furuto,48.75299999999999,12
08/20/2024,Natalie Gorji,52.88066666666666,12
08/20/2024,Faith Hutchins,50.19133333333334,12
08/20/2024,Kenna Sanders,45.449666666666666,12
08/20/2024,Taylor Rish,50.704,12
08/20/2024,Megan Sweeney,42.58166666666667,12
08/20/2024,Jules Johnston,52.379999999999995,12
08/20/2024,Kat Lazor,52.98833333333334,12
08/20/2024,Lilly Reuscher,49.75066666666667,12
08/20/2024,Claire Tracy,39.272,12
08/20/2024,Camille Quarterman,53.333666666666666,12
08/20/2024,Dayo Tennyson,54.135333333333335,12
08/20/2024,Jessica Molina,55.335,12
08/20/2024,Carsyn Martz,62.443,12
08/25/2024,Mia Brumlow,51.004,12
08/25/2024,Claire Tracy,41.05566666666667,12
08/25/2024,Catarina Albuquerque,56.39666666666667,12
08/25/2024,Taylor Rish,52.026999999999994,12
08/25/2024,Kat Lazor,51.879,12
08/25/2024,Faith Hutchins,48.38033333333334,12
08/25/2024,Carsyn Martz,60.31333333333333,12
08/25/2024,Kenna Sanders,44.05166666666667,12
08/25/2024,Allison Padron,48.24966666666666,12
08/25/2024,Naija Bruckner,57.90266666666667,12
08/25/2024,Jordyn Mariam,49.60033333333333,12
08/25/2024,Sophie Zhang,51.907999999999994,12
08/25/2024,Kirsten Ruf,56.24533333333333,12
08/25/2024,Betty Velkova,46.15766666666667,12
08/25/2024,Isabelle Kent,47.483666666666664,12
08/25/2024,Jules Johnston,55.377,12
08/25/2024,Jessica Molina,54.16,12
08/25/2024,Lauren Pickup,53.540333333333336,12
08/25/2024,Kallie McKinney,51.196,12
08/25/2024,Natalie Diaz,42.586000000000006,12
08/25/2024,Gabriela Quintero,46.61533333333333,12
08/25/2024,Mariana Elizondo,51.278,12
08/25/2024,Bailey Peek,53.20466666666667,12
08/25/2024,Allie Love,43.60333333333333,12
08/25/2024,Mikala Furuto,48.163333333333334,12
08/25/2024,Megan Sweeney,44.375,12
08/25/2024,Camille Quarterman,56.08766666666667,12
08/25/2024,Dayo Tennyson,55.748333333333335,12
08/25/2024,Piper Biziorek,41.33566666666667,12
08/27/2024,Jessica Molina,62.94766666666666,13
08/27/2024,Jules Johnston,61.26533333333333,13
08/27/2024,Kirsten Ruf,63.19766666666666,13
08/27/2024,Faith Hutchins,53.095,13
08/27/2024,Lauren Pickup,58.562000000000005,13
08/27/2024,Catarina Albuquerque,58.01833333333334,13
08/27/2024,Gabriela Quintero,47.39266666666666,13
08/27/2024,Kallie McKinney,56.377,13
08/27/2024,Bailey Peek,58.17166666666666,13
08/27/2024,Naija Bruckner,64.33033333333333,13
08/27/2024,Kat Lazor,57.06833333333333,13
08/27/2024,Lilly Reuscher,51.88399999999999,13
08/27/2024,Isabelle Kent,50.10466666666667,13
08/27/2024,Natalie Diaz,46.790666666666674,13
08/27/2024,Mariana Elizondo,52.635333333333335,13
08/27/2024,Allie Love,49.910666666666664,13
08/27/2024,Megan Sweeney,47.446,13
08/27/2024,Dayo Tennyson,62.04833333333334,13
08/27/2024,Camille Quarterman,59.94266666666667,13
08/27/2024,Sophie Zhang,54.564666666666675,13
08/27/2024,Taylor Rish,53.83566666666667,13
08/27/2024,Mia Brumlow,56.986,13
08/27/2024,Betty Velkova,49.37633333333334,13
08/27/2024,Claire Tracy,45.36666666666667,13
08/27/2024,Piper Biziorek,35.57033333333333,13
08/27/2024,Jordyn Mariam,50.370000000000005,13
08/27/2024,Natalie Gorji,50.92366666666666,13
08/27/2024,Mikala Furuto,48.01733333333333,13
08/27/2024,Carsyn Martz,65.21733333333333,13
08/27/2024,Allison Padron,52.50366666666667,13
08/27/2024,Kenna Sanders,47.192,13
08/29/2024,Natalie Gorji,55.443666666666665,13
08/29/2024,Taylor Rish,51.35566666666667,13
08/29/2024,Kat Lazor,53.65,13
08/29/2024,Allison Padron,50.105333333333334,13
08/29/2024,Natalie Diaz,42.83033333333333,13
08/29/2024,Naija Bruckner,62.34966666666667,13
08/29/2024,Bailey Peek,51.23766666666666,13
08/29/2024,Lilly Reuscher,51.856,13
08/29/2024,Jessica Molina,55.44566666666666,13
08/29/2024,Jules Johnston,58.84433333333334,13
08/29/2024,Carsyn Martz,65.247,13
08/29/2024,Jordyn Mariam,50.44466666666667,13
08/29/2024,Kirsten Ruf,60.742999999999995,13
08/29/2024,Mia Brumlow,55.666666666666664,13
08/29/2024,Megan Sweeney,44.89366666666666,13
08/29/2024,Camille Quarterman,54.55066666666667,13
08/29/2024,Dayo Tennyson,58.07866666666666,13
08/29/2024,Mikala Furuto,51.13933333333333,13
08/29/2024,Gabriela Quintero,45.97466666666667,13
08/29/2024,Kallie McKinney,51.073,13
08/29/2024,Sophie Zhang,53.066,13
08/29/2024,Lauren Pickup,54.38233333333333,13
08/29/2024,Catarina Albuquerque,56.623333333333335,13
08/29/2024,Isabelle Kent,49.51766666666666,13
08/29/2024,Faith Hutchins,49.321,13
08/29/2024,Kenna Sanders,41.15866666666667,13
08/29/2024,Mariana Elizondo,52.49100000000001,13
08/29/2024,Piper Biziorek,34.72733333333333,13
08/29/2024,Claire Tracy,37.925333333333334,13
08/29/2024,Allie Love,44.727,13
09/01/2024,Allie Love,45.53733333333333,13
09/01/2024,Kenna Sanders,44.338,13
09/01/2024,Lilly Reuscher,50.173,13
09/01/2024,Kat Lazor,53.68166666666667,13
09/01/2024,Allison Padron,45.440333333333335,13
09/01/2024,Natalie Diaz,45.644666666666666,13
09/01/2024,Lauren Pickup,55.06733333333333,13
09/01/2024,Jordyn Mariam,51.78066666666666,13
09/01/2024,Piper Biziorek,35.939,13
09/01/2024,Claire Tracy,41.221666666666664,13
09/01/2024,Naija Bruckner,58.48833333333334,13
09/01/2024,Bailey Peek,51.06133333333333,13
09/01/2024,Taylor Rish,45.976333333333336,13
09/01/2024,Sophie Zhang,53.885,13
09/01/2024,Mia Brumlow,51.88833333333333,13
09/01/2024,Kirsten Ruf,54.89966666666667,13
09/01/2024,Gabriela Quintero,46.340666666666664,13
09/01/2024,Megan Sweeney,44.965666666666664,13
09/01/2024,Carsyn Martz,61.34633333333334,13
09/01/2024,Jessica Molina,57.91266666666667,13
09/01/2024,Jules Johnston,52.967000000000006,13
09/01/2024,Betty Velkova,46.52466666666667,13
09/01/2024,Dayo Tennyson,59.665666666666674,13
09/01/2024,Camille Quarterman,54.68033333333333,13
09/01/2024,Catarina Albuquerque,53.338,13
09/01/2024,Isabelle Kent,49.30833333333334,13
09/01/2024,Faith Hutchins,49.025,13
09/01/2024,Mikala Furuto,49.035666666666664,13
09/01/2024,Kallie McKinney,48.46,13
09/01/2024,Mariana Elizondo,49.778333333333336,13
09/03/2024,Kat Lazor,51.78333333333333,14
09/03/2024,Carsyn Martz,61.74033333333333,14
09/03/2024,Kallie McKinney,52.231,14
09/03/2024,Jules Johnston,53.749,14
09/03/2024,Allie Love,45.85566666666667,14
09/03/2024,Naija Bruckner,63.31366666666668,14
09/03/2024,Catarina Albuquerque,53.994,14
09/03/2024,Faith Hutchins,49.745000000000005,14
09/03/2024,Sophie Zhang,51.37433333333333,14
09/03/2024,Mariana Elizondo,52.49266666666667,14
09/03/2024,Natalie Diaz,45.40366666666667,14
09/03/2024,Megan Sweeney,45.794,14
09/03/2024,Bailey Peek,49.25566666666666,14
09/03/2024,Allison Padron,53.584333333333326,14
09/03/2024,Gabriela Quintero,45.675,14
09/03/2024,Piper Biziorek,38.58733333333333,14
09/03/2024,Lauren Pickup,54.47266666666667,14
09/03/2024,Jessica Molina,57.281666666666666,14
09/03/2024,Taylor Rish,49.693000000000005,14
09/03/2024,Natalie Gorji,56.762,14
09/03/2024,Lilly Reuscher,56.107,14
09/03/2024,Claire Tracy,45.962,14
09/03/2024,Dayo Tennyson,61.71733333333333,14
09/03/2024,Kenna Sanders,46.169,14
09/03/2024,Mia Brumlow,52.22133333333333,14
09/03/2024,Betty Velkova,50.604666666666674,14
09/03/2024,Isabelle Kent,49.63633333333333,14
09/03/2024,Kirsten Ruf,59.891333333333336,14
09/03/2024,Jordyn Mariam,53.762,14
09/03/2024,Camille Quarterman,53.65333333333333,14
09/05/2024,Lilly Reuscher,55.90966666666666,14
09/05/2024,Kat Lazor,54.382000000000005,14
09/05/2024,Allie Love,43.907333333333334,14
09/05/2024,Piper Biziorek,39.738,14
09/05/2024,Naija Bruckner,61.473000000000006,14
09/05/2024,Bailey Peek,55.499,14
09/05/2024,Allison Padron,51.024,14
09/05/2024,Kenna Sanders,44.62466666666666,14
09/05/2024,Taylor Rish,48.511,14
09/05/2024,Lauren Pickup,56.87466666666666,14
09/05/2024,Mikala Furuto,53.452,14
09/05/2024,Jordyn Mariam,52.56666666666666,14
09/05/2024,Sophie Zhang,53.273,14
09/05/2024,Betty Velkova,49.041,14
09/05/2024,Natalie Diaz,45.091,14
09/05/2024,Mia Brumlow,53.61433333333334,14
09/05/2024,Kirsten Ruf,60.429,14
09/05/2024,Faith Hutchins,52.15366666666667,14
09/05/2024,Natalie Gorji,55.358,14
09/05/2024,Isabelle Kent,47.605,14
09/05/2024,Catarina Albuquerque,55.30766666666667,14
09/05/2024,Camille Quarterman,56.815,14
09/05/2024,Dayo Tennyson,60.059666666666665,14
09/05/2024,Gabriela Quintero,45.417,14
09/05/2024,Megan Sweeney,48.026666666666664,14
09/05/2024,Mariana Elizondo,52.410333333333334,14
09/05/2024,Kallie McKinney,48.0075,14
09/05/2024,Jessica Molina,56.57,14
09/05/2024,Carsyn Martz,64.24266666666666,14
09/05/2024,Jules Johnston,55.535,14
09/05/2024,Claire Tracy,42.12166666666667,14
09/08/2024,Lilly Reuscher,55.401999999999994,14
09/08/2024,Taylor Rish,54.61833333333333,14
09/08/2024,Kirsten Ruf,61.802666666666674,14
09/08/2024,Mariana Elizondo,55.451,14
09/08/2024,Gabriela Quintero,47.61033333333334,14
09/08/2024,Mikala Furuto,58.25566666666666,14
09/08/2024,Natalie Gorji,61.909,14
09/08/2024,Faith Hutchins,52.810333333333325,14
09/08/2024,Catarina Albuquerque,58.681666666666665,14
09/08/2024,Isabelle Kent,51.17366666666667,14
09/08/2024,Allie Love,47.114,14
09/08/2024,Kallie McKinney,49.498,14
09/08/2024,Natalie Diaz,48.002,14
09/08/2024,Megan Sweeney,47.398666666666664,14
09/08/2024,Naija Bruckner,65.001,14
09/08/2024,Bailey Peek,55.64066666666667,14
09/08/2024,Kat Lazor,54.99966666666666,14
09/08/2024,Sophie Zhang,54.31966666666667,14
09/08/2024,Jordyn Mariam,53.300666666666665,14
09/08/2024,Jules Johnston,59.61966666666666,14
09/08/2024,Jessica Molina,57.2875,14
09/08/2024,Mia Brumlow,50.77133333333333,14
09/08/2024,Betty Velkova,49.98866666666667,14
09/08/2024,Piper Biziorek,43.2915,14
09/08/2024,Allison Padron,49.751,14
09/08/2024,Dayo Tennyson,67.45833333333333,14
09/08/2024,Camille Quarterman,59.824333333333335,14
09/08/2024,Lauren Pickup,54.80466666666666,14
09/08/2024,Carsyn Martz,64.30233333333332,14
09/10/2024,Sophie Zhang,53.66866666666667,15
09/10/2024,Mariana Elizondo,53.59,15
09/10/2024,Carsyn Martz,62.24633333333333,15
09/10/2024,Allie Love,46.97666666666667,15
09/10/2024,Jessica Molina,59.17033333333333,15
09/10/2024,Jules Johnston,57.52333333333333,15
09/10/2024,Lilly Reuscher,59.56033333333334,15
09/10/2024,Kallie McKinney,60.17366666666667,15
09/10/2024,Kat Lazor,53.791666666666664,15
09/10/2024,Megan Sweeney,49.448,15
09/10/2024,Camille Quarterman,52.71666666666667,15
09/10/2024,Lauren Pickup,56.562333333333335,15
09/10/2024,Dayo Tennyson,62.98666666666667,15
09/10/2024,Naija Bruckner,71.08366666666667,15
09/10/2024,Bailey Peek,55.71533333333334,15
09/10/2024,Taylor Rish,58.32566666666667,15
09/10/2024,Catarina Albuquerque,58.51333333333333,15
09/10/2024,Gabriela Quintero,47.859,15
09/10/2024,Faith Hutchins,48.501666666666665,15
09/10/2024,Piper Biziorek,41.471,15
09/10/2024,Kirsten Ruf,63.18233333333333,15
09/10/2024,Jordyn Mariam,54.421,15
09/10/2024,Isabelle Kent,50.098333333333336,15
09/10/2024,Betty Velkova,50.891333333333336,15
09/10/2024,Mia Brumlow,53.93633333333333,15
09/12/2024,Faith Hutchins,49.59033333333333,15
09/12/2024,Isabelle Kent,48.687333333333335,15
09/12/2024,Jules Johnston,57.98533333333333,15
09/12/2024,Carsyn Martz,68.96266666666666,15
09/12/2024,Jessica Molina,58.47466666666667,15
09/12/2024,Gabriela Quintero,44.69866666666667,15
09/12/2024,Taylor Rish,55.659333333333336,15
09/12/2024,Natalie Gorji,57.60333333333333,15
09/12/2024,Mikala Furuto,55.834666666666664,15
09/12/2024,Lilly Reuscher,57.014,15
09/12/2024,Kat Lazor,54.88033333333333,15
09/12/2024,Megan Sweeney,47.64166666666667,15
09/12/2024,Dayo Tennyson,60.65833333333333,15
09/12/2024,Naija Bruckner,64.98566666666666,15
09/12/2024,Bailey Peek,57.638,15
09/12/2024,Natalie Diaz,44.32333333333333,15
09/12/2024,Allison Padron,48.440999999999995,15
09/12/2024,Claire Tracy,42.961000000000006,15
09/12/2024,Jordyn Mariam,50.184666666666665,15
09/12/2024,Betty Velkova,50.392,15
09/12/2024,Mia Brumlow,53.80533333333333,15
09/12/2024,Kirsten Ruf,58.596666666666664,15
09/12/2024,Camille Quarterman,56.986333333333334,15
09/12/2024,Allie Love,52.441,15
09/12/2024,Sophie Zhang,51.93033333333333,15
09/12/2024,Catarina Albuquerque,57.95,15
09/12/2024,Lauren Pickup,55.41133333333334,15
09/12/2024,Piper Biziorek,40.56966666666667,15
09/12/2024,Kenna Sanders,46.72233333333333,15
09/12/2024,Kallie McKinney,57.68366666666666,15
09/12/2024,Mariana Elizondo,52.5815,15
09/17/2024,Lilly Reuscher,61.42033333333333,16
09/17/2024,Mariana Elizondo,54.37466666666666,16
09/17/2024,Natalie Diaz,48.768,16
09/17/2024,Dayo Tennyson,69.21533333333333,16
09/17/2024,Camille Quarterman,58.35733333333334,16
09/17/2024,Allie Love,51.25899999999999,16
09/17/2024,Claire Tracy,47.190333333333335,16
09/17/2024,Allison Padron,51.49699999999999,16
09/17/2024,Jessica Molina,62.67033333333333,16
09/17/2024,Sophie Zhang,53.835,16
09/17/2024,Faith Hutchins,45.25899999999999,16
09/17/2024,Naija Bruckner,62.720666666666666,16
09/17/2024,Kallie McKinney,54.3595,16
09/17/2024,Jules Johnston,64.39999999999999,16
09/17/2024,Carsyn Martz,65.62666666666667,16
09/17/2024,Megan Sweeney,46.50566666666666,16
09/17/2024,Bailey Peek,58.05533333333333,16
09/17/2024,Lauren Pickup,52.84033333333334,16
09/17/2024,Catarina Albuquerque,60.83733333333333,16
09/17/2024,Taylor Rish,58.74666666666667,16
09/17/2024,Natalie Gorji,58.33133333333333,16
09/17/2024,Piper Biziorek,48.564,16
09/17/2024,Kenna Sanders,47.605999999999995,16
09/17/2024,Mikala Furuto,51.73566666666667,16
09/17/2024,Kat Lazor,55.169,16
09/17/2024,Kirsten Ruf,59.309333333333335,16
09/17/2024,Isabelle Kent,47.626666666666665,16
09/17/2024,Jordyn Mariam,56.75833333333333,16
09/17/2024,Mia Brumlow,53.609,16
09/17/2024,Betty Velkova,47.26333333333334,16
09/26/2024,Lilly Reuscher,58.42133333333334,17
09/26/2024,Isabelle Kent,48.26233333333334,17
09/26/2024,Natalie Gorji,50.48133333333333,17
09/26/2024,Mia Brumlow,52.74866666666666,17
09/26/2024,Betty Velkova,49.80866666666666,17
09/26/2024,Jessica Molina,60.51866666666666,17
09/26/2024,Lauren Pickup,55.802666666666674,17
09/26/2024,Jules Johnston,58.65233333333333,17
09/26/2024,Faith Hutchins,54.6305,17
09/26/2024,Catarina Albuquerque,54.484,17
09/26/2024,Allison Padron,52.316,17
09/26/2024,Kallie McKinney,54.93933333333333,17
09/26/2024,Kirsten Ruf,60.23466666666667,17
09/26/2024,Natalie Diaz,46.554,17
09/26/2024,Taylor Rish,56.38333333333333,17
09/26/2024,Claire Tracy,45.61833333333333,17
09/26/2024,Mikala Furuto,55.095333333333336,17
09/26/2024,Naija Bruckner,60.84799999999999,17
09/26/2024,Megan Sweeney,50.39833333333333,17
09/26/2024,Dayo Tennyson,68.427,17
09/26/2024,Camille Quarterman,61.572333333333326,17
09/26/2024,Kat Lazor,56.20566666666667,17
09/26/2024,Bailey Peek,53.14966666666667,17
09/26/2024,Allie Love,52.43666666666667,17
09/26/2024,Piper Biziorek,44.43933333333333,17
09/26/2024,Sophie Zhang,53.468,17
09/26/2024,Jordyn Mariam,54.736,17
09/26/2024,Carsyn Martz,67.82433333333334,17
09/26/2024,Gabriela Quintero,46.73733333333333,17
09/26/2024,Mariana Elizondo,55.598333333333336,17
09/26/2024,Kenna Sanders,47.63933333333333,17
09/28/2024,Sophie Zhang,55.08133333333333,17
09/28/2024,Dayo Tennyson,65.591,17
09/28/2024,Kallie McKinney,56.7185,17
09/28/2024,Faith Hutchins,54.26433333333333,17
09/28/2024,Allie Love,50.6315,17
09/28/2024,Camille Quarterman,63.5065,17
09/28/2024,Naija Bruckner,63.49166666666667,17
09/28/2024,Mikala Furuto,54.11566666666667,17
09/28/2024,Kat Lazor,53.02133333333333,17
09/28/2024,Lilly Reuscher,60.029333333333334,17
09/28/2024,Jules Johnston,58.651,17
09/28/2024,Lauren Pickup,52.540333333333336,17
09/28/2024,Taylor Rish,49.276999999999994,17
09/28/2024,Catarina Albuquerque,54.93033333333333,17
09/28/2024,Carsyn Martz,68.76933333333334,17
10/01/2024,Faith Hutchins,56.32366666666667,18
